name,group,09: Junior,01: High School,11: Senior,05: Freshman,13: Graduation,08: Experience,03: Admissions,12: Post Grad Plans,04: Pre-Frosh,14: First Outcomes,02: Apply,10: Experience,06: Experiences,07: Sophomore,id
Mary Battle,Cohort E,6.2,1.724,0.334,7.3,0,0.24,78.8,27.9,2,4,335,0.5,0.4,1,29499
Deana Ward,Cohort E,4.7,0.313,0.588,4.3,0.02,0.163,85.9,34.4,4.1,2,384,0.67,1.8,1.596,29500
Jessica Rodriquez,Cohort E,4.76,0.381,0.571,4.8,0.0171,0.143,85.49,28.57,4.76,2,400,0.67,2.334,1.596,29501
Marguerite Stotts,Cohort E,9.4,0.067,0.737,11.7,0.02,0.35,82.6,13.33,1.8,2.59,347,0.5,0.3,1,29502
James Benningfield,Cohort E,7,0,0.457,9,0,0.413,81,33,1.7,7,333,0.4,0.169,0.644,29503
Candace Williams,Cohort E,6,0.182,0.276,9.7,0.0273,0.215,82.8,24.9,5.8,3,375,0.8,3.1,1.3,29504
Sheila Padgett,Cohort E,10,0.2,0.635,10.8,0.012,0.368,81.09,10,2,2.5,360,0.328,0.248,0.832,29505
Tiffany Lake,Cohort E,8.4,3.333,0.655,9.1,0.2,0.306,74.5,16.2,2.1,2.67,319,0.6,0.3,0.8,29506
William Billingsley,Cohort E,14.44,0.071,0.053,14.1,0.0042,0.46,78.15,1.86,1.41,3,353,0.261,0.244,0.61,29507
Blaine Johnson,Cohort E,7.7,0.026,0.614,5.1,0,0.22,83.7,21.2,2.7,3.2,371,0.2,0.5,1.9,29508
Earl Herman,Cohort E,11,0.03,0.303,11.3,0,0.319,81.8,8.6,1.95,3.4,350,0.4,0.4,1.2,29509
Todd Paar,Cohort E,10,0.029,0.01,6.7,0,0.264,82.5,23,3.3,3,381,0.359,0.558,0.866,29510
Matthew Butler,Cohort E,11.8,0.041,0.448,11.7,0,0,81,5,2.8,3,356,0.6,0.6,1.6,29511
Amber Sills,Cohort E,16.6,0.101,0.261,16.2,0,0.486,67,23,8.3,3.5,381,0.7,4.1,3.5,29512
Steven Roberts,Cohort E,26.1,0.14,0.165,19.6,0,0.926,58,12,2,2.2,284,0.4,0.4,1.1,29513
Judy Bush,Cohort E,17.5,0.087,0.19,15.2,0,0.566,67.9,24.6,5.8,4,377,0.47,3.23,2.1,29514
Bradley Harrell,Cohort E,11,0.051,0.25,12.7,0,0.272,61,19.8,16.7,4,410,3.2,8.1,5.4,29515
Johnnie Tarnowski,Cohort E,11,0.032,0.22,11.5,0,0.255,66.5,22,13,3,397,2.1,7.2,3.7,29516
Betty Fenton,Cohort E,11,0.04,0.24,11.4,0,0.279,67,20,13.4,3,403,1.7,6.99,4.7,29517
George Fuller,Cohort E,12,0.038,0.24,12.4,0,0.235,66.6,17,11.6,4,390,1.6,5.5,4.5,29518
Amanda Troke,Cohort E,9.4,0.034,0.2,22.2,0,0.495,81.8,17,3.6,2,316,0.4,1,1.7,29519
Fernando Evans,Cohort E,12,0.042,0.25,13.4,0.091,0.29,76.4,17.7,5,2.8,357,1,1.1,1.2,29520
Roy Kline,Cohort E,12.9,0.047,0.242,14.2,0.089,0.296,75.8,14.3,5,2.8,355,1,1.1,1.2,29521
Brittney Wright,Cohort E,17,0.455,0.482,9,0.046,0.33,69,17,4,2.8,353,0.8,1.6,1.6,29522
Michael Pendleton,Cohort E,8.3,0,0.01,10.3,0,0.313,81,16.5,2,5.9,340,0.4,0.4,1.2,29523
Clarence Pettner,Cohort E,10.7,0,0.01,10.7,0,0.31,80.8,16.9,2,2.5,350,,0.3,1.1,29524
Summer Harlan,Cohort E,7.8,0.016,0.625,3.5,0.0225,0.122,87.1,29.3,0.43,2.4,369,,,,29525
Mary Meyer,Cohort E,7.9,0.032,0.208,15.1,0,0.442,82,25,2.8,5,330,0.4,1,1.4,29526
Daniel Davanzo,Cohort E,10.9,0.045,0.241,7,0.0545,0.211,76,22,4.7,3,370,0.9,1.2,2.6,29527
Gregory Carpenter,Cohort E,10,0.364,0.23,12,0.055,0.22,76,18,7,3,367,0.5,2.2,3.7,29528
Mary Randolph,Cohort E,9.7,0,0,11.2,0,0.334,83,13.4,2.1,3.9,353,0.202,0.154,0.482,29529
Thomas Golden,Cohort E,9,0.033,0.01,10,0,0.352,82,21,1.6,6,343,0.36,0.24,1,29530
Rachael Paul,Cohort E,7,0.018,0.579,7,0.068,0.268,81,30,7,3,393,6,0.2,0.6,29531
Jason Ratermann,Cohort E,8,0.033,0.001,9.6,0,0.338,82,24,1.5,6,356,0.3,0.2,1,29532
Jeremiah Brooks,Cohort E,6,0.026,0.472,4.6,0.004,0.284,87,34,1.2,3,368,0.3,0.3,0.6,29533
Elizabeth Williams,Cohort E,6.3,0.017,0.56,10.3,0.047,0.07,83.8,30.9,4,2.5,394,1.5,0.4,0.5,29534
Richard Mchugh,Cohort E,5.3,0.006,0.57,1.1,0.023,0.083,90.2,27,0.17,3,377,0.05,0.03,0.09,29535
Emmy Moran,Cohort E,33.7,0.135,0.38,17,0.072,1.111,47.8,6.7,9.7,3,349,2,2.3,5.4,29536
Lori Driggers,Cohort E,7,0.038,0.568,5.6,0.07,0.232,83,28,4.9,2.3,384,0.6,2.8,1.5,29537
Norma White,Cohort E,8.3,0.031,0,9.6,0,0.33,83,23.5,1.7,6,347,0.3,0.3,1.1,29538
Ines Beekman,Cohort E,10,0.018,0.42,18,0.011,0.64,80,19,3,4.6,318,0.5,0.4,2,29539
Clair Tomasini,Cohort E,5.5,0.008,0.726,0.3,0.02,0.101,88,31,1,2.9,382,0.3,0.3,0.4,29540
Edris Zeiner,Cohort E,6.6,0.167,0.472,5.9,0.0455,0.212,83,40,4.4,2.5,376,1.5,1.6,1.3,29541
Lori Leneave,Cohort E,8.3,0.031,0,9.6,0,0,83,23.5,1.7,6,347,0.3,0.3,1.1,29542
Leo Camacho,Cohort E,7,0.063,0.68,43,0.02,1,80,27,2.15,3,250,0.4,0.5,1.3,29543
James Bergstrom,Cohort E,13.14,0.389,0.26,29.3,0.02,1.02,74.24,15.69,4.9,2.12,260,0.63,0.67,2.11,29544
Richard Johnson,Cohort E,11.3,0.415,0.475,50,0.025,1.05,77,0.37,3.5,3,192,0.6,0.7,2.2,29545
Freda Manning,Cohort E,11,0.064,0.42,18,0.011,0.521,78.8,13,5.24,2.32,342,3,0.6,1.4,29546
Jeffrey Valiente,Cohort E,5,0.011,0.443,9.3,0.0594,0.12,88.2,44,2,2.98,366,0.375,0.531,0.734,29547
Pauline Sims,Cohort E,5.22,0.13,0.424,1.9,0.0484,0.189,86.05,33.96,2.9,2.81,381,1.99,0.4,0.23,29548
Shelby Lapidus,Cohort E,10,0.052,0.72,17.5,0.207,0.59,79,17,2,3,318,0.4,0.5,1.1,29549
Peter Schnarr,Cohort E,4.6,0.011,0.387,9,0.019,0.148,90.4,32.1,1.3,2.5,389,0.18,0.2,0.5,29550
Juan Julius,Cohort E,8,0.06,0.309,12.7,0.031,0.45,71.8,32,13.9,3,402,6.1,4.7,3,29551
Danelle Hurst,Cohort E,6.7,0.01,0.751,1.1,0.021,0.135,85.7,12.1,1,3.35,377,0.225,0.225,0.45,29552
Joshua Molina,Cohort E,5.7,0.024,0.386,3.4,0.05,0.151,83,11,6.9,1.8,406,1.1,2.6,1.9,29553
Daniel Gibbs,Cohort E,11,0.054,0.699,13,0.21,0.4,77,20,3.5,3,350,0.8,1.7,1,29554
David Kuntz,Cohort E,6.61,0.004,0.723,2.5,0.022,0.079,87.11,10.5,0.59,3.76,361,0.172,0.099,0.289,29555
Alfonso Hurst,Cohort E,5.1,0.012,0.456,9.5,0.046,0.143,86.6,42.5,3.6,3,373,2,0.3,0.4,29556
Tony Walker,Cohort E,4.34,0.003,0.462,1.8,0.0267,0.075,90.86,38.72,0.26,3.27,367,0.069,0.04,0.102,29557
Amber Brantly,Cohort E,10.1,0.032,0.01,10,0,0.345,81,20.1,1.6,6,344,0.36,0.24,1,29558
Gladys Radloff,Cohort E,5,0.007,0.371,0.3,0.05,0.059,89,39,0.9,2.9,384,0.3,0.3,0.3,29559
Mary Russell,Cohort E,6.8,0.022,0.7,3.4,0.02,0.102,87,33,1.9,3,385,0.3,1,0.6,29560
Joann Luechtefeld,Cohort E,6,0.024,0.19,3.7,0.0226,0.15,89,56,2,2.5,388,0.3,0.65,0.9,29561
John Campbell,Cohort E,7,0.035,0.459,5.2,0,0.269,81.7,25,3.3,5.9,366,0.5,1.5,1.3,29562
Frank Howerton,Cohort E,9,0.032,0.24,7,0.002,0.2,79,28,5,3.5,377,1.4,2,1.6,29563
Darrell Petrus,Cohort E,8,0.039,0.219,6.1,0.002,0.249,81.5,28,5.2,3.5,387,1.3,2.2,1.7,29564
Gerald Yoder,Cohort E,4.5,0.01,0.383,6.8,0.038,0.116,87.9,50.7,3,2.5,374,1.3,0.2,0.3,29565
Wayne Fredrick,Cohort E,9.1,0.058,0.309,7.3,0.0004,0.436,73,31,5.5,8.7,357,0.8,2.9,1.8,29566
Kevin Hofmeister,Cohort E,7.7,0.016,0.69,3.3,0.204,0.167,83,13.3,1.4,3,333,0.3,0.4,0.7,29567
Truman Fulenwider,Cohort E,15,0.04,0.003,15,0,0.475,77,,1.6,4,322,0.3,0.6,0.7,29568
Aja Karcher,Cohort E,8.59,0.047,0.425,11.1,0,0.567,77.36,29.9,2.19,8.77,322,0.353,0.291,0.73,29569
Marilyn Krupka,Cohort E,6.84,0.007,0.561,0.8,0.047,0.088,85.24,9.46,0.96,4.13,387,0.216,0.279,0.295,29570
Diane Thissen,Cohort E,4.8,0.01,0.55,0.2,0.02,0.077,84.7,31,4.6,3.5,399,0.9,1.6,0.6,29571
Tonya Beebee,Cohort E,7,0.024,0.55,5.4,0.03,0.18,86,28,1.41,3,365,0.27,0.17,0.97,29572
Sandra Phan,Cohort E,18,0.025,0.658,8.5,0.0677,0.066,74,12.9,2,3,379,0.35,0.4,0.8,29573
Mandy Schreiber,Cohort E,6,0.018,0.613,8,0.0677,0.223,86,30,1,3,359,0.24,0.2,0.6,29574
Faustino Taylor,Cohort E,11,0.042,0,13,0,0.452,80,2,2.1,5,339,0.4,0.3,1.4,29575
Paula Nikolai,Cohort E,7,0.018,0.471,10,0.07,0.197,87,28,1.5,3,363,,0.1,0.5,29576
Clark Short,Cohort E,13.1,0.04,0.24,11.7,0,0.23,75.1,17.5,6,3,380,1,1.7,1.8,29577
Frank Nelson,Cohort E,8,0.03,0.649,8,0.07,0.264,81,24,6,3,384,1,0.1,0.6,29578
Brooks Catchings,Cohort E,6.1,0.035,0.39,7.6,0.0013,0.401,84.9,37.7,1.9,5.3,354,0.38,0.7,0.8,29579
Joanne Sewell,Cohort E,10,0.036,0.23,8.5,0.025,0.633,79,28,3.7,3.5,367,0.7,1.1,1.9,29580
Anna Tennies,Cohort E,4.9,0.022,0.46,2.5,0.05,0.097,83,43,6.9,2.7,406,1.8,1,3.9,29581
Leslie Alberding,Cohort E,7,0.027,0.456,4.7,0.066,0.184,85,33,2.9,3,373,1.5,0.2,1.2,29582
Martha Metevier,Cohort E,10,0.035,0.234,8.9,0.025,0.632,79,28,3.8,3.5,366,0.7,1.1,2,29583
Patricia Harry,Cohort E,5.4,0.429,0.455,2.8,0.0597,0.14,87.3,42.9,2.66,2.2,395,0.447,1.26,0.835,29584
Lucy Ward,Cohort E,4.89,0.014,0.733,3.3,0.0036,0.114,85.9,41.3,5.44,1.56,412,0.091,1.4,0.63,29585
Scott Neal,Cohort E,4.9,0.356,0.466,4.8,0.0354,0.158,80,35.4,11.5,1.1,443,1.84,4.49,4.63,29586
Josephine Petty,Cohort E,5.8,0.388,0.461,4.7,0.021,0.15,79.1,34.8,10.1,2.4,431,1.67,3.91,4.07,29587
Martha Baines,Cohort E,3.7,0.406,0.45,1.8,0.0205,0.195,89.5,46.5,2.6,2,396,0.464,1.61,0.419,29588
George Carrero,Cohort E,4.2,0.006,0.766,0.7,0,0.089,86.6,40.65,5.48,1.25,415,0.88,1.43,0.46,29589
Peter Byker,Cohort E,4,0.005,0.871,1.8,0.0605,0.059,93.7,43.6,0.34,0.9,394,0.165,0.042,0.113,29590
Donna Pacheco,Cohort E,4.1,0.008,0.517,1.2,0.001,0.179,89.4,45.2,3.06,1.5,402,2.43,0.256,0.211,29591
Pearl Barrera,Cohort E,6.3,0.007,0.909,1,0.0621,0.124,86.4,9,1.13,3.4,381,0.465,0.251,0.358,29592
Amanda Terracina,Cohort E,5,0,0.573,1.9,0.0615,0.067,90.9,37.4,0.4,2.1,387,0.13,0.07,0.19,29593
Kevin Patterson,Cohort E,9.4,0.027,0.018,10.5,0.001,0.34,82.9,17.9,2.08,4.4,388,0.393,0.367,1.23,29594
Etta Calderon,Cohort E,3.9,0.003,0.63,1,0.001,0.076,90.1,42.6,3.15,1.2,404,0.64,2.12,0.258,29595
Lois Burbage,Cohort E,5.77,0.011,0.241,2.6,0.0276,0.154,89.72,51.34,0.89,2.76,397,0.161,0.22,0.349,29596
Paula Marx,Cohort E,6.3,0.014,0.759,2.9,0.0019,0.12,87.6,37.4,2.14,1.88,395,0.65,0.55,0.65,29597
Susan Polowy,Cohort E,9.63,0.397,0.7,5.6,0.0306,0.309,81.53,38.73,2.16,1.9,390,0.435,0.831,0.871,29598
Jonathan Gallego,Cohort E,7.2,0.457,0.667,4.6,0.0297,0.197,83.3,42.8,3.6,1.7,394,0.719,1.42,1.3,29599
Donald Frein,Cohort E,8,0.314,0.01,3.1,0.001,0.13,84.5,35.6,0.75,5.9,377,0.19,0.096,0.428,29600
Jeffrey Hill,Cohort E,7.8,0.005,0.005,1,0.001,0.103,90.2,0.8,0.97,0.6,401,0.297,0.255,0.377,29601
Steven Wilson,Cohort E,15.6,0.025,0.01,7.3,0.001,0.412,78.8,1.1,2.03,2.1,396,0.442,0.353,1.15,29602
Patricia Cornett,Cohort E,9,0.045,0.576,13.5,0.013,0.578,76.9,30.3,1.98,8.5,361,0.476,0.401,1.01,29603
Brenda Lee,Cohort E,13.1,0.406,0.897,10.7,0.0205,0.317,74.6,3.9,5.92,2,404,1.23,2.16,2.27,29604
Harrison Konwinski,Cohort E,5,0.407,0.464,2.5,0.0703,0.131,87.9,45.7,3.29,1.5,401,0.687,1.47,0.976,29605
Eric Wiener,Cohort E,9.7,0,0.231,7.3,0,0.486,77.8,31,4.9,5.8,340,0.805,2.38,1.315,29606
Jasmine Hill,Cohort E,3.33,0.333,0.9,3.3,0.02,0.167,80.33,33.33,10,3.6,433,1.667,3.333,3.333,29607
Larry Becker,Cohort E,5.9,0.014,0.711,1.7,0,0.1,86.7,43.5,3.3,1.5,398,0.6,1.015,1.209,29608
Cindy Davis,Cohort E,14.55,0.455,0.418,18.2,0.0022,0.751,73.37,29.09,4.55,3.67,345,,0.962,3.11,29609
Timothy Schmidt,Cohort E,16.36,0.455,0.527,20,0,0.956,69.09,18.18,4.55,4.07,327,,1.13,2.903,29610
Veronica Boone,Cohort E,10.7,0.038,0.036,13,0.0004,0.321,78.6,19.47,1.4,3.4,353,0.251,0.431,0.529,29611
Teresa Parker,Cohort E,8.5,0.036,0.39,6.8,0.0002,0.29,74,20.4,10.3,4.5,422,1.4,3.667,4.485,29612
Christine Mannino,Cohort E,6.6,0.027,0.473,3.8,0,0.166,79.2,20.8,4.5,7.2,383,0.6,2.008,1.466,29613
Karen Price,Cohort E,9.33,0.054,0.424,12.1,0.008,0.613,76.84,28.06,2.5,8.13,317,0.39,0.46,1.05,29614
Warren Perham,Cohort E,7.4,0.029,0.225,6,0.0263,0.228,79.06,25.89,5.55,6,386,,2.974,1.778,29615
Mary Boyd,Cohort E,6.7,0.003,0.714,4.5,0,0.117,86.7,6.5,0.1,3.5,360,,0.03,0.051,29616
Frances Moses,Cohort E,12.7,0.076,0.417,28.6,0,0.947,78.2,24.4,2.1,2.8,287,0.3,0.316,1.101,29617
Maria Nadeau,Cohort E,8.5,0.03,0.571,4.1,0,0.194,83.5,39,4.1,1.3,405,0.8,1.175,1.487,29618
Randy Jackson,Cohort E,3.5,0.012,0.633,1.6,0,0.146,87.9,44,4.2,2.9,398,3.7,0.131,0.128,29619
Shannon Hicks,Cohort E,3.6,0.005,0.633,0.7,0,0.11,87.9,44,3.9,3,401,0.9,1.632,1.294,29620
Pam Scott,Cohort E,12.48,0.039,0.5,8.8,0,0.338,80.1,12.61,1.85,3,359,0.305,0.261,0.871,29621
Ronald Roberts,Cohort E,10,0.039,0.431,8.8,0,0.34,81.5,17.6,2.9,3.2,365,0.6,,,29622
Michael Pereira,Cohort E,9.3,0.028,0.403,7,0.0002,0.321,71.4,15.3,11.8,5.8,408,1.4,,,29623
James Lacroix,Cohort E,5.5,0.015,0.093,,0,0.125,90.9,53.9,1.4,2.9,398,0.2,0.45,0.553,29624
Kevin Petronella,Cohort E,8,0.031,0.296,7.4,0.0001,0.326,73.2,24.6,8.4,8.7,377,1.1,3.664,2.953,29625
Jacob Davis,Cohort E,7.33,0.023,0.5,4.8,0,0.185,82.86,24.66,4.25,3.4,394,0.374,1.901,1.215,29626
Craig Lembrick,Cohort E,7.8,0.037,0.438,4.5,0.0001,0.227,78,21,8.5,3,407,1.1,4.176,2.737,29627
Janice Jackson,Cohort E,9.82,0.027,0.135,7.7,0,0.253,81.22,23.08,3.77,3.82,385,0.469,1.759,1.196,29628
Andrew Mccombs,Cohort E,5.2,0.017,0.563,2.5,0,0.12,88.9,38.3,2.1,1.5,395,0.6,0.49,0.69,29629
Peter Wingfield,Cohort E,4.8,0.019,0.475,5.5,0,0.183,81.9,47,8.8,2.5,415,1.6,3.346,3.304,29630
Timothy Reed,Cohort E,12.5,0.045,0.005,13.4,0,0.42,79.9,1,1.4,4.5,334,0.2,0.173,0.634,29631
Perry Mcqueen,Cohort E,7.8,0.013,0.019,9.6,0,0.327,83.8,22.3,1.9,6,352,0.3,0.271,0.925,29632
Stacy Witman,Cohort E,10.3,0.043,0.007,11.4,0,0.415,83,0.9,1.1,4.1,340,0.2,0.119,0.439,29633
Tommy Arroyo,Cohort E,13,0.038,0.01,8,0,0.28,79.4,3.2,2.5,3,336,0.509,0.679,1.103,29634
Annette Lawrence,Cohort E,10.38,0.117,0.049,6.9,0.0002,0.463,72.64,25.79,12.86,2.21,429,7.94,2.64,1.69,29635
Jenna Kelley,Cohort E,4.37,0.011,0.782,2.5,0,0.185,84.78,43.84,5.89,2.5,402,4.2,0.7,0.79,29636
Hazel Wray,Cohort E,4.41,0.014,0.715,2.5,0.0001,0.188,85.19,44.73,5.64,2.5,402,3.91,0.72,0.8,29637
Blanca Watters,Cohort E,7.1,0.009,0.742,2.7,0,0.237,78.72,33.12,9.16,2.5,416,4.01,2.63,2.16,29638
Kathleen Pugh,Cohort E,4.09,0.01,0.612,2,0.0294,0.164,83.61,42.97,7.45,2.75,411,5.79,0.76,0.79,29639
April Smith,Cohort E,5.6,0.035,0.825,2.8,0.0236,0.234,83.64,38.37,5.24,2.5,395,1.31,0.81,0.7,29640
Katharine Rankins,Cohort E,6.04,0.027,0.805,4.3,0.0236,0.191,84.53,38.64,3.65,2.5,385,0.63,1.44,0.95,29641
Erika Massey,Cohort E,6.54,0.01,0.837,3.5,0.04,0.274,85,20.18,3.47,2,386,1.58,0.65,1.14,29642
Troy Kirch,Cohort E,26.55,0.05,0.011,10.2,0,0.964,58.11,24.85,7.78,3.4,372,1.36,1.04,4.84,29643
Laura Morrison,Cohort E,17.56,0.066,0.006,41.3,0,1.284,59.51,,5.16,11.72,200,0.77,0.8,2.72,29644
John Odell,Cohort E,31.43,0.05,0.006,11.9,0.006,1.097,49.38,,9.56,4.78,366,1.66,1.25,5.98,29645
Wendell Mack,Cohort E,7.87,0.064,0.253,5.6,0.0007,0.412,81.12,33.6,5.54,3.5,390,2.57,1.37,1.08,29646
Savannah Anderson,Cohort E,10.49,0.074,0.419,8.3,0.0001,0.537,79.21,25.07,4.64,2.5,380,0.79,1.45,1.41,29647
Sam Frazier,Cohort E,5.08,0.139,0.473,3.1,0,0.787,87.64,41.84,1.74,2.5,376,0.31,0.31,0.63,29648
Nick Sutton,Cohort E,5.44,0.138,0.823,3,0,0.755,86.38,44.82,1.63,2.5,372,0.28,0.32,0.69,29649
Paul Mccoach,Cohort E,5.44,0.023,0.587,3.1,0,0.237,87.77,35.68,2,2.5,382,0.38,0.56,0.82,29650
Timothy Huffman,Cohort E,8.28,0.1,0.774,2.9,0,0.648,78.27,29.51,7.34,2.5,403,1.44,3.08,2.23,29651
Aaron Devins,Cohort E,11.9,0.066,0.632,8.9,0,0.49,74.92,15.5,5.17,4,373,0.89,1.63,1.82,29652
Diane Nocera,Cohort E,8.78,0.298,0.509,7.4,0.0032,0.327,79.69,,5.56,2.5,384,1.16,1.69,1.36,29653
Rachel Horton,Cohort E,9.42,0.108,0.249,6.5,0.0005,0.485,73.88,29.87,11.33,3.54,417,6.97,2.34,1.49,29654
Denise Espinoza,Cohort E,3.68,0.009,0.449,2.3,0.022,0.175,88.74,46.99,3.45,2.5,393,0.87,0.6,0.62,29655
Calvin Rodriguez,Cohort E,10.49,0.195,0.439,8.2,0.011,0.358,79.21,21.19,4.48,2.5,379,0.8,1.47,1.42,29656
Elena Stevens,Cohort E,3.67,0.007,0.409,2.5,0.02,0.189,88.7,48.29,3.54,2.5,394,0.95,0.64,0.59,29657
Hugh Wells,Cohort E,6.4,0.071,0.868,17.3,0,0.239,84.11,20.75,4.07,2,333,2.033,0.761,1.204,29658
Berenice Rife,Cohort E,4.87,0.009,0.491,2.6,0.04,0.189,87.21,43.25,3.5,2.5,392,0.92,1.73,0.85,29659
Michelle Nixon,Cohort E,9.33,0.366,0.488,6.3,0,0.269,78.56,23.12,4.14,4.3,373,0.77,1.4,1.34,29660
Billie Mobley,Cohort E,5.79,0.087,0.64,4.2,0.04,0.139,84.27,47.27,5.02,2.1,396,1.25,2.5,1.25,29661
Jeffrey Medina,Cohort E,8.93,0.35,0.479,6.2,0.0001,0.258,79.27,26.12,4.01,4.3,373,0.75,1.33,1.28,29662
Nicholas Rowe,Cohort E,9.89,0.349,0.549,6.6,0,0.285,77.81,19.48,4.39,4.3,373,0.82,1.49,1.42,29663
Susan Williams,Cohort E,11.04,0.201,0.447,7.1,0.0114,0.366,78.34,16.1,4.32,2.75,378,0.9,1.45,1.76,29664
Bridget Williams,Cohort E,12.38,0.191,0.364,9.9,0.0116,0.438,74.89,16.34,5.11,4,372,0.91,1.57,2.04,29665
Alicia Cobb,Cohort E,7,0.009,0.005,1.4,0,0.116,87.77,,0.9,3.91,383,0.32,0.18,0.34,29666
Jennifer Morrissey,Cohort E,16.26,0.024,0.005,9.4,0,0.364,76.39,1.36,2.15,3.69,366,0.41,0.31,1.07,29667
Melvin Crary,Cohort E,6.76,0.01,0.236,3.4,0,0.148,87.99,47.47,1.93,2.22,391,0.36,0.43,0.93,29668
Jason James,Cohort E,9.38,0.357,0.56,5.6,0.0041,0.234,80.39,23.76,4.22,2.5,383,1.27,1.24,1.17,29669
Nannie Wachter,Cohort E,9.01,0.337,0.465,5.5,0.0039,0.227,81.24,25.03,4.07,2.5,384,1.25,1.19,1.12,29670
Marta Jones,Cohort E,11.77,0.086,0.033,5.2,0.0001,0.388,67.2,20.42,18.02,1.37,467,2.22,5.84,3.18,29671
Charles Cummings,Cohort E,4.5,0.009,0.74,2.3,0,0.187,85.03,43.36,6.07,2,405,4.44,0.69,0.85,29672
Dorothy Fuller,Cohort E,11.09,0.045,0.004,11.6,0,0.354,79.93,0.8,1.98,5.46,343,0.4,0.3,1.2,29673
Larry Wallace,Cohort E,9.23,0.041,0.953,6.6,0.022,0.288,77.91,7.99,5.1,3.5,380,0.91,1.77,1.46,29674
Gloria Bird,Cohort E,5.83,0.378,1.07,2.6,0.0185,0.09,85.79,9.51,1.05,3.59,367,0.193,0.133,0.347,29675
Danny Villarreal,Cohort E,5.9,0.002,0.71,2.7,0.065,0.086,88.01,7.84,0.91,3.31,357,0.227,0.107,0.293,29676
Martha Randall,Cohort E,5.94,0.008,0.816,1.5,0.0438,0.099,86.78,9.57,0.95,4.07,379,0.263,0.193,0.35,29677
Virginia Schroeder,Cohort E,6.69,0.005,0.763,0.7,0.0645,0.11,86.22,7.65,1.26,3.62,364,0.36,0.243,0.293,29678
Dana Toscano,Cohort E,10.21,0.045,0.813,16.9,0.2397,0.63,79.77,17.17,3.36,2.53,310,0.433,0.443,1.383,29679
Mary Williams,Cohort E,11.83,0.357,0.853,10.7,0.0149,0.307,74.22,4.64,5.97,3.68,398,1.023,1.746,1.87,29680
Cindy Bloom,Cohort E,15.98,0.095,0.206,20.3,0.0615,0.446,65.78,1.56,11.6,4.43,431,1.32,1.98,8.35,29681
Kurt Machado,Cohort E,6.06,0.01,0.795,1.4,0.0385,0.105,86.85,10.35,1.08,3.78,378,0.26,0.204,0.354,29682
Jerome Harper,Cohort E,6.45,0.005,0.85,0.7,0.046,0.108,86.04,8.35,1.27,3.85,381,0.355,0.253,0.325,29683
William Grosso,Cohort E,5.6,0.028,0.416,,0.053,0.088,86.3,,4.2,2.5,405,,,,29684
Jeanette Davis,Cohort E,11.5,0.1,0.387,11.4,0,0.545,77.4,2,2.8,5,373,0.48,0.35,1.17,29685
Anne Williford,Cohort E,9.4,0.056,0.732,17.6,0,0.616,80.4,18.9,2.2,3.7,320,0.4,0.295,1.025,29686
Martin Clark,Cohort E,3.34,0.07,0.67,3.8,0.0529,0.176,87.2,47,3.5,3.42,405,0.961,2.079,0.231,29687
Jennifer Waverly,Cohort E,7.7,0.043,0.01,1.1,0,0.073,88.8,6.11,0.3,3,399,0.041,0.075,0.129,29688
Shirley Neely,Cohort E,7.1,0.071,0.5,4.3,0.0529,0.207,84.1,43.5,3.5,2.8,388,0.62,1.1,1.28,29689
Amanda Butler,Cohort E,14.85,0.078,0.025,9,0.0012,0.54,53.25,20,24.06,5.4,489,4.058,9.527,9.218,29690
Victor Potter,Cohort E,6,0.02,0.432,1.8,0,0.112,79.9,35.45,9.8,2.5,430,1.4,4.303,4.082,29691
Eugene Campbell,Cohort E,6.3,0.006,0.003,1.7,0,0.113,89.8,,0.5,3,402,0.13,,,29692
Douglas Campos,Cohort E,8.3,0.045,0.279,6,0,0.298,76.9,24.5,10.5,2.6,422,3.5,4,2.2,29693
Rosemary Young,Cohort E,7.1,0.043,0.509,9.7,0,0.443,76.2,29.8,5.6,8.5,385,0.8,1.951,2.293,29694
Paul Eldreth,Cohort E,10,0.039,0.482,8.8,0,0.34,81.5,17.6,2.9,3.2,365,0.6,0.816,1.05,29695
Kristy Roussel,Cohort E,29.1,0.045,0.004,15.1,0.006,0.947,49.6,7.8,10.7,5.6,382,1.83,1.5,6.62,29696
Hazel Parks,Cohort E,14.7,0.028,0.004,4.4,0,0.348,79.6,,1.2,3,364,0.2,,,29697
Dianne Oshita,Cohort E,11.37,0.05,0.006,12,0.0101,0.376,78.76,0.94,2.21,6.1,337,0.45,0.35,1.26,29698
Robert Henderson,Cohort E,9.3,0.028,0.403,7,0.0002,0.321,71.4,15.3,11.8,5.8,408,1.4,6.262,3.797,29699
Patricia Zimmerman,Cohort E,0.9,0.003,0.173,0.1,0,0.02,11.5,0.02,0.1,87.5,52,0.02,0.031,0.027,29700
Paulette Mcclellan,Cohort E,0.9,0.003,0.001,0.1,0,0.02,11.4,0.02,0.1,87.5,52,0.027,0.031,0.027,29701
Michael Ruiz,Cohort E,6.3,0.024,0.006,0.7,0,0.143,82.4,0.12,0.5,10.5,370,0.136,0.156,0.134,29702
Doris Ford,Cohort E,1.95,0.126,0.004,1.5,0,0.023,10.67,2.98,0.37,86.51,55,0.094,0.049,0.194,29703
Kirk Mastrangelo,Cohort E,1.65,0.125,0.004,0.4,0,0.023,11.16,0.07,0.42,86.4,56,0.106,0.064,0.21,29704
